Body,Head
?b successor ?c,Blanche_of_Burgundy parent ?b
?a child ?c,?a father Louis_XIII
?a father ?c   ?c marriedTo ?b,?a parent ?b
?a child Margaret_of_Valois_Duchess_of_Berry,?a child Henry_II_of_France
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Gisela_of_France
?b gender ?c,Alfonso_VII_of_Le_n_and_Castile parent ?b
?b name ?c,John_II_of_France parent ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,"?a gender ""female"""
Ren__of_Anjou predecessor ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c parent ?a,?a parent Margaret_of_Bavaria
?b hasSpouse ?c,Joan_II_of_Navarre parent ?b
?c mother ?b,Louis_VII_of_France child ?b
?c spouse ?b,Antoine_of_Navarre parent ?b
?a mother Maria_of_Swabia,?a parent Henry_II_Duke_of_Brabant
Charlotte_of_Savoy parent ?a,?a child Margaret_of_Savoy_Countess_of_Saint_Pol
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father William_I_Count_of_Burgundy
"?a gender ""male""",?a parent Isabella_of_Aragon_Queen_of_France
?c child ?b,Louis_Philippe_I successor ?b
?a father ?c,?a spouse Philip_II_of_France
?c parent ?a   ?d father ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a hasSpouse Yes,?a spouse Mary_of_Guise
?c spouse ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?a child ?c   ?d successor ?c   ?d parent ?b,?a spouse ?b
?a father John_II_Duke_of_Brittany,"?a gender ""female"""
?c mother ?a,"?a gender ""female"""
?a child Hedwig_of_Habsburg,?a child Albert_I_of_Germany
?a gender ?c,?a child Jean_Gordon_Countess_of_Bothwell
?a child ?c,?a child Eleanor_of_Viseu
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a successor Henry_I_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Taddea_Visconti parent ?b
?a parent ?c,?a mother Margaret_I_Countess_of_Flanders
?a mother Margaret_of_Provence,?a father Louis_IX_of_France
?a child Ferdinand_I_Holy_Roman_Emperor,?a child Eleanor_of_Austria
?c name ?a   ?c spouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?b father ?c,Henry_VI_of_England parent ?b
?a hasSpouse ?c,?a child Charles_Martel
John_II_Duke_of_Brittany child ?a,?a hasSpouse Yes
?b father Ferdinand_I_of_Aragon,Eleanor_of_Alburquerque child ?b
?b hasSpouse Yes,Eleanor_of_Aquitaine child ?b
?a hasSpouse ?c,?a mother Maria_Josepha_of_Saxony_Dauphine_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Philip_II_of_Spain predecessor ?b
?b hasSpouse No,Henry_II_of_England child ?b
Edward_the_Elder child ?b,_lffl_d_wife_of_Edward_the_Elder child ?b
?a parent ?c   ?d mother ?c   ?b successor ?d,?a parent ?b
?c spouse ?b,Ermentrude_of_Orl_ans parent ?b
?a hasSpouse ?c,?a spouse Eleanor_of_Austria
?a mother ?c,?a successor Joseph_II_Holy_Roman_Emperor
?a successor Pepin_the_Short,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b hasSpouse ?c,Margaret_Countess_of_Anjou child ?b
?c name ?a   ?c successor ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Hugh_V_Duke_of_Burgundy
?b hasSpouse ?c,Ingegerd_Olofsdotter_of_Sweden child ?b
?b hasSpouse ?c,Sophia_of_Minsk child ?b
?c spouse ?a,?a successor Louis_XII
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Margaret_of_England
?c child ?a   ?c predecessor ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a parent ?c,?a parent Philip_III_of_France
?b parent ?c,Louis_X_of_France predecessor ?b
?a child ?c   ?c successor ?b,?a successor ?b
?b predecessor Alfonso_VII_of_Le_n_and_Castile,Alfonso_VII_of_Le_n_and_Castile child ?b
?c child ?a   ?d successor ?c   ?d gender ?b,?a gender ?b
?c child ?b,Louis_Dauphin_of_France_son_of_Louis_XIV parent ?b
?c successor ?b,Charles_VI_Holy_Roman_Emperor successor ?b
Lorenzo_de_Medici parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a father Fulk_King_of_Jerusalem,?a mother Ermengarde_Countess_of_Maine
"?a gender ""male""",?a father Robert_the_Strong
?a gender ?c,?a parent Ferdinand_I_Holy_Roman_Emperor
?a hasSpouse ?c,?a parent Eleanor_of_Aragon_Queen_of_Portugal
?c spouse ?a,?a parent Philippe_II_Duke_of_Orl_ans
?c child ?a,?a child Louis_Antoine_Duke_of_Angoul_me
?b hasSpouse ?c,Hugh_IV_Duke_of_Burgundy child ?b
?c successor ?a,?a name John_II
?b child Edwin_son_of_Edward_the_Elder,Eadgifu_of_Wessex parent ?b
?a name ?c,?a child Robert_I_Duke_of_Burgundy
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,John_II_Duke_of_Brittany child ?b
?a parent ?c,?a father Giovanni_di_Bicci_de_Medici
?a parent Isabella_of_Aragon_Queen_of_France,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c parent ?a,?a father Philip_II_Duke_of_Savoy
?a child Francis_II_Holy_Roman_Emperor,?a child Archduke_Joseph_of_Austria_Palatine_of_Hungary
?b successor Charles_V_Holy_Roman_Emperor,Charles_V_Holy_Roman_Emperor predecessor ?b
?b spouse ?c,Ernest_I_Duke_of_Brunswic_L_neburg parent ?b
?c predecessor ?a   ?c predecessor ?b,?a father ?b
?a child Maria_Theresa_of_Savoy,?a hasSpouse Yes
?a spouse ?c,?a father Charles_VI_of_France
?c spouse ?a,?a father Louis_IV_of_France
?b father ?c,Charles_Ferdinand_Duke_of_Berry parent ?b
?a father ?c,?a child Ferdinand_I_of_Austria
?c spouse ?a   ?d parent ?c   ?d predecessor ?b,?a parent ?b
?b hasSpouse ?c,Joan_II_of_Navarre child ?b
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?a parent ?c,?a child Napoleon_III
?a child Mary_of_Hungary_governor_of_the_Netherlands,?a child Eleanor_of_Austria
?a gender ?c,?a father Philip_III_of_France
?a mother Maria_Anna_Victoria_of_Bavaria,?a parent Maria_Anna_Victoria_of_Bavaria
Godfrey_I_Count_of_Louvain parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Sviatoslav_II_of_Kiev,?a child Vladimir_of_Novgorod
?a child ?c   ?b predecessor ?c,?a child ?b
"?a gender ""male""",?a father Philip_I_of_Castile
?a successor ?c   ?d predecessor ?c   ?b successor ?d,?a predecessor ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father Henry_son_of_Robert_I_of_Burgundy
?a child ?c,?a child George_IV
Charles_V_of_France child ?a,?a parent Joanna_of_Bourbon
?a parent Margaret_I_Countess_of_Flanders,"?a gender ""female"""
?a spouse ?c,?a child Victor_Emmanuel_I_of_Sardinia
Marie_Antoinette parent ?a,?a predecessor Charles_VII_Holy_Roman_Emperor
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a predecessor Joanna_of_Castile
?a father ?c   ?b spouse ?c,?a parent ?b
Louis_XI parent ?a,?a child Catherine_of_France_Countess_of_Charolais
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Ingegerd_Olofsdotter_of_Sweden parent ?b
?a name ?c,?a father Antoine_Duke_of_Lorraine
?a spouse ?c,?a mother Eleanor_of_Aquitaine
Louis_the_Stammerer child ?a,?a hasSpouse No
?a parent ?c   ?d child ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c spouse ?a,?a child Matilda_of_France
?c parent ?a   ?d successor ?c   ?d spouse ?b,?a mother ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a parent Catherine_de_Medici
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Anna_of_Holstei_Gottorp parent ?b
?a hasSpouse Yes,?a child Charles_Emmanuel_III_of_Sardinia
?a hasSpouse Yes,?a spouse Stephen_III_Duke_of_Bavaria
Maria_of_Austria_Duchess_of_J_lich_Cleves_Berg parent ?a,?a child Charles_II_Archduke_of_Austria
?c mother ?a   ?d successor ?c   ?b father ?d,?a child ?b
?c parent ?b,Philippe_II_Duke_of_Orl_ans child ?b
?a child Prince_Alfred_of_Great_Britain,?a child Charlotte_Princess_Royal
?a gender ?c,?a spouse Ingegerd_Olofsdotter_of_Sweden
Philip_II_of_France spouse ?a,?a hasSpouse Yes
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a spouse James_Hepburn_4th_Earl_of_Bothwell
?a hasSpouse ?c,?a parent Agnes_of_Burgundy_Duchess_of_Bourbon
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Louis_I_of_Anjou child ?b
?b hasSpouse ?c,Maria_Luisa_of_Spain parent ?b
?a name ?c,?a parent Adelaide_of_Maurienne
?a child Margaret_of_France_Queen_of_England,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c child ?b,Isabella_Duchess_of_Lorraine child ?b
?a child Prince_Alberto_of_Naples_and_Sicily,?a child Princess_Maria_Isabella_of_Naples_and_Sicily
?c spouse ?a,?a mother Anne_of_Bohemia_and_Hungary
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Elisabeth_of_Valois
?a parent ?c,?a child Margaret_of_Anjou
?a parent ?c,?a child Infante_Antonio_Duke_of_Galliera
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a successor French_Revolution_of_1848
?a name ?c,?a child Sanchia_of_Provence
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Alfonso_II_of_Aragon child ?b
?c child ?a   ?c child ?d   ?d parent ?b,?a parent ?b
?a name ?c,?a father Henry_son_of_Robert_I_of_Burgundy
Henry_VI_of_England predecessor ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Matilda_of_France
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Marie_Louise_Duchess_of_Parma
?a name ?c,?a child Louis_of_France_1264_1276
?b spouse ?c,Robert_II_Duke_of_Burgundy parent ?b
?b name ?c,Isabella_of_Valois_Duchess_of_Bourbon parent ?b
?b hasSpouse No,Joan_of_Valois_Countess_of_Hainaut child ?b
?b gender ?c,Frederick_III_Holy_Roman_Emperor predecessor ?b
?c predecessor ?b,Matthias_I_Duke_of_Lorraine child ?b
?c name ?b,Carlo_Buonaparte name ?b
?a spouse ?c,?a child Marie_Z_phyrine_of_France
?c father ?a   ?d child ?c   ?d child ?b,?a child ?b
Robert_II_Duke_of_Burgundy child ?a,"?a gender ""female"""
?a name ?c,?a child Joan_of_Portugal
?a father ?c,?a child Archduchess_Maria_Theresa_of_Austria_Este_1817_1886
?c predecessor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a hasSpouse ?b
?a parent Beatrice_of_Savoy,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a name ?c,?a child Eleanor_of_Portugal_Holy_Roman_Empress
Vladimir_the_Great predecessor ?a,?a successor Vladimir_the_Great
?c spouse ?a,?a spouse Francis_II_Duke_of_Brittany
?c predecessor ?a   ?d parent ?c   ?d hasSpouse ?b,?a hasSpouse ?b
?a child ?c,?a child Claude_of_France
?a parent Philip_I_of_Castile,?a mother Joanna_of_Castile
?a hasSpouse Yes,?a child Princess_Mary_Duchess_of_Gloucester_and_Edinburgh
Peter_I_of_Portugal child ?a,?a hasSpouse Yes
?a name ?c,?a successor Louis_Philippe_I
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?b parent ?d,?a predecessor ?b
?b spouse ?c,Margaret_of_Flanders_Duchess_of_Brabant parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Elisabeth_of_France_1602_1644 child ?b
?c parent ?a,?a parent Maria_Josepha_of_Austria
?c name ?a   ?c name ?b,?a father ?b
?a child ?c,?a child Henry_III_of_France
?a parent Catherine_of_Vend_me,?a father John_I_Count_of_La_Marche
?b hasSpouse ?c,Saint_Margaret_of_Scotland child ?b
?b parent ?c,Louis_II_of_Anjou child ?b
?c parent ?b,Lorenzo_the_Elder parent ?b
?b child Archduchess_Maria_Carolina_of_Austria_born_1740,Maria_Carolina_of_Austria parent ?b
?b spouse ?c,George_I_of_Great_Britain parent ?b
?b father ?c,Blanche_of_Burgundy parent ?b
?a mother ?c,?a predecessor Henri_Count_of_Chambord
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Charlotte_of_Mecklenburg_Strelitz
Theobald_II_Count_of_Champagne parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Blanche_of_Castile,?a child Berengaria_of_Castile
?a child ?c   ?d predecessor ?c   ?d successor ?b,?a child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Henry_II_of_France child ?b
Maria_Theresa_of_Naples_and_Sicily child ?b,Francis_II_Holy_Roman_Emperor child ?b
?c spouse ?a,?a child Geoffrey_Count_of_Nantes
?a predecessor ?c   ?c gender ?b,?a gender ?b
?b name ?c,Bertha_of_Holland parent ?b
?c predecessor ?a   ?c hasSpouse ?b,?a hasSpouse ?b
?b child ?c,Louis_II_of_Anjou child ?b
Charlotte_of_Savoy parent ?a,?a child Philip_II_Duke_of_Savoy
?a spouse ?c,?a parent Philip_V_of_Spain
?a hasSpouse ?c,?a father Francis_Count_of_Vend_me
?c child ?a,?a spouse Maria_Amalia_of_Saxony
?a child Archduchess_Maria_Elisabeth_of_Austria_born_1737,?a child Maria_Amalia_Duchess_of_Parma
?c marriedTo ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Princess_Marie_Isabelle_of_Orl_ans,?a child Infante_Antonio_Duke_of_Galliera
?b hasSpouse Yes,Infanta_Luisa_Fernanda_Duchess_of_Montpensier parent ?b
"?b gender ""male""",Maria_Amalia_of_Saxony child ?b
?b mother ?c,Louis_VI_of_France child ?b
?b hasSpouse Yes,Louis_VI_of_France spouse ?b
Maria_Theresa parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c predecessor ?a   ?d name ?c   ?b name ?d,?a parent ?b
?c spouse ?b,Mary_of_Hungary_Queen_of_Naples child ?b
?a mother ?c,?a successor Ferdinand_II_of_Aragon
?a hasSpouse ?c,?a child Geoffrey_Count_of_Nantes
?c child ?a   ?c child ?b,?a child ?b
Maria_Amalia_of_Naples_and_Sicily parent ?a,?a child Carlo_Duke_of_Calabria
?c child ?b,Charles_X parent ?b
?b gender ?c,Elisabeth_Farnese parent ?b
?b mother ?c,Charles_IV_of_France successor ?b
?c predecessor ?a   ?b father ?c,?a child ?b
?c child ?a,?a father Louis_VII_of_France
?b predecessor ?c,Frederick_II_Duke_of_Lorraine child ?b
?a name ?c,?a parent John_I_Count_of_La_Marche
?b hasSpouse Yes,Victor_Amadeus_III_of_Sardinia child ?b
?c child ?b,Yolande_of_Aragon child ?b
?a child Madeleine_of_Valois,?a hasSpouse Yes
Henry_II_of_France child ?a,?a parent Henry_II_of_France
?a parent ?c,?a child Henry_Duke_of_Villena
?a child ?c,?a child Archduke_John_of_Austria
Beatrice_of_England child ?a,?a parent John_II_Duke_of_Brittany
?b hasSpouse Yes,Robert_I_of_France child ?b
?a hasSpouse Yes,?a child Blanche_of_France_nun
Eleanor_of_Navarre child ?a,?a hasSpouse Yes
?b gender ?c,Philip_VI_of_France spouse ?b
?c predecessor ?a,?a successor Charles_Martel
?b gender ?c,me_myself_i name ?b
Baldwin_III_Count_of_Hainaut parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
Dirk_III_Count_of_Holland parent ?a,?a hasSpouse Yes
?a father Louis_Dauphin_of_France_son_of_Louis_XV,?a hasSpouse Yes
?a name ?c   ?c name ?d   ?d spouse ?b,?a child ?b
?c spouse ?a,?a child Blanche_of_France_Duchess_of_Orl_ans
?b hasSpouse ?c,Agnes_of_France_Duchess_of_Burgundy child ?b
?b hasSpouse No,Adolphus_Frederick_II_Duke_of_Mecklenburg_Strelitz child ?b
?b predecessor ?c,Blanche_of_Navarre_Queen_of_France parent ?b
?a parent Isabella_of_Aragon_Queen_of_France,"?a gender ""male"""
?a child Prince_Robert_Duke_of_Chartres,?a child Prince_Philippe_Count_of_Paris
?a child Constance_of_Aragon_Lady_of_Villena,?a child Isabella_of_Aragon_Queen_of_France
?c marriedTo ?a,?a hasSpouse Yes
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a name Frederick_III
?b parent ?c,Margaret_of_Provence parent ?b
?a child ?c,?a father Louis_XIV
?b hasSpouse Yes,Baldwin_IV_Count_of_Flanders parent ?b
?a parent ?c   ?c spouse ?b,?a spouse ?b
?a father William_III_Duke_of_Aquitaine,?a hasSpouse Yes
?a successor ?c,?a parent Philip_I_of_Castile
?a parent ?c,?a father Alfonso_VII_of_Le_n_and_Castile
?c child ?a   ?c successor ?d   ?d mother ?b,?a parent ?b
?a child Clemence_of_Austria,?a child Rudolf_II_Duke_of_Austria
Carloman_II predecessor ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b hasSpouse ?c,James_V_of_Scotland spouse ?b
?a successor Victor_Amadeus_II_of_Sardinia,?a hasSpouse Yes
?a predecessor Joan_Countess_of_Ponthieu,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child ?c   ?b father ?c,?a successor ?b
?a parent ?c   ?d parent ?c   ?d mother ?b,?a mother ?b
Henry_the_Middle_Duke_of_Brunswic_L_neburg parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Peter_of_Aragon_Count_of_Alburquerque,?a child Eleanor_of_Aragon_Queen_of_Portugal
?b mother ?c,Robert_II_Duke_of_Burgundy child ?b
?a child Prince_Frederick_Duke_of_York_and_Albany,?a child Princess_Elizabeth_of_the_United_Kingdom
?c child ?a,?a parent Joan_Beaufort_Queen_of_Scots
?a child ?c,?a child William_FitzEmpress
?c predecessor ?a   ?d spouse ?c   ?d gender ?b,?a gender ?b
Alfonso_VII_of_Le_n_and_Castile successor ?a,?a father Alfonso_VII_of_Le_n_and_Castile
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,John_I_of_Castile spouse ?b
?a gender ?c,?a mother Maria_of_Swabia
?c successor ?a   ?c child ?d   ?d successor ?b,?a child ?b
?a child Louis_Duke_of_Burgundy_1751_1761,?a child Louis_XVI
?a father Philippe_II_Duke_of_Orl_ans,?a mother Fran_oise_Marie_de_Bourbon
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Duchess_Helene_of_Mecklenburg_Schwerin child ?b
?a parent ?c,?a mother Eleanor_of_Aragon_Queen_of_Portugal
?c predecessor ?a,?a child Philip_I_Count_of_Auvergne
?a parent ?c   ?d father ?c   ?d gender ?b,?a gender ?b
?c parent ?a,?a child Louis_of_Cyprus
?a marriedTo ?c   ?b mother ?c,?a child ?b
?b name ?c,Theobald_II_Duke_of_Lorraine parent ?b
?c parent ?a,?a spouse Anne_of_Brittany
?c mother ?a   ?c successor ?d   ?b child ?d,?a spouse ?b
John_II_of_Aragon successor ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b father ?c,Maria_Amalia_of_Naples_and_Sicily parent ?b
?c successor ?b,John_II_of_Aragon successor ?b
?a parent ?c,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c parent ?a,?a predecessor Willa_of_Tuscany
?a child ?c,?a child Ren_e_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Ramon_Berenguer_IV_Count_of_Provence parent ?b
Pepin_of_Herstal child ?a,?a hasSpouse No
?a predecessor ?c,?a successor Francis_I_Holy_Roman_Emperor
?a predecessor ?c   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
Adelaide_of_Burgundy_Duchess_of_Brabant parent ?a,?a hasSpouse Yes
?a successor ?c   ?d predecessor ?c   ?d hasSpouse ?b,?a hasSpouse ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Charles_VI_Holy_Roman_Emperor predecessor ?b
Sophia_of_Minsk child ?a,?a hasSpouse No
?c father ?a   ?c successor ?d   ?d gender ?b,?a gender ?b
?a spouse Maria_Amalia_of_Saxony,"?a gender ""male"""
?c successor ?a   ?d child ?c   ?d child ?b,?a father ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Charles_Emmanuel_I_Duke_of_Savoy child ?b
Mary_Tudor_Queen_of_France spouse ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b parent Ren_e_of_Bourbon,Antoine_Duke_of_Lorraine child ?b
?a parent ?c,?a parent Anne_of_Bohemia_and_Hungary
?a hasSpouse No,?a predecessor Charles_the_Fat
?a child Maria_Anna_of_Savoy_Duchess_of_Chablais,?a child Maria_Theresa_of_Savoy
Charlotte_of_Mecklenburg_Strelitz parent ?a,?a child Duke_George_Augustus_of_Mecklenburg
?a mother ?c,?a father Louis_IX_of_France
?c marriedTo ?a,"?a gender ""female"""
?a mother Maria_Josepha_of_Saxony_Dauphine_of_France,"?a gender ""male"""
?a successor ?c,?a mother Maria_Josepha_of_Saxony_Dauphine_of_France
?b hasSpouse ?c,Louis_VIII_of_France child ?b
?a child John_Duke_of_Berry,?a hasSpouse Yes
?c parent ?a   ?d parent ?c   ?d gender ?b,?a gender ?b
?c child ?a,?a successor Henry_III_of_England
?c name ?a   ?c name ?d   ?d gender ?b,?a gender ?b
?a child ?c,?a parent Philip_IV_of_France
?c spouse ?a,?a child Louis_the_Younger
?a parent John_Constable_of_Portugal,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c predecessor ?a,?a name Robert_II
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Robert_I_Duke_of_Burgundy parent ?b
?b hasSpouse ?c,Charles_Emmanuel_I_Duke_of_Savoy child ?b
?c successor ?a,?a child Isabella_of_Austria
?a child ?c,?a parent Marie_de_Medici
?a spouse Galeazzo_Maria_Sforza,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b hasSpouse Yes,Fran_oise_d_Aubign__Marquise_de_Maintenon spouse ?b
?c successor ?a   ?d predecessor ?c   ?b spouse ?d,?a parent ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Alphonse_Count_of_Poitiers
?c spouse ?a,?a child Princess_Elizabeth_of_the_United_Kingdom
Philip_VI_of_France spouse ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b gender ?c,Rudolph_I_of_Burgundy parent ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a successor Ecgberht_King_of_Wessex
?a hasSpouse Yes,?a parent Ramon_Berenguer_III_Count_of_Barcelona
?c child ?a,?a child Ad_la_de_d_Orl_ans
?c parent ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a child ?b
?b spouse ?c,Joan_of_Valois_Countess_of_Hainaut parent ?b
?b gender ?c,Henry_VI_of_England predecessor ?b
?a name ?c,?a child Beatrice_of_Provence
?c child ?b,Margaret_of_Bavaria child ?b
?a father ?c,?a child Princess_Maria_Antonia_of_Naples_and_Sicily
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a successor Jeanne_d_Albret
?a name ?c,?a father Charles_V_Holy_Roman_Emperor
?a mother ?c,?a child Maria_Leopoldina_of_Austria
